Date,Average humidity (%),Rainfall for month (in),Maximum rain per minute,Maximum humidity (%),Minimum humidity (%)
2020/2/1,33,0,0,51,17
2020/2/2,19,0,0,77,5
2020/2/3,85,0,0,91,77
2020/2/4,80,0,0,85,71
2020/2/5,48,0.03,0,86,37
2020/2/6,57,0.03,0,89,39
2020/2/7,87,0.1,0,90,75
2020/2/8,59,0.15,0,90,36
2020/2/9,77,0.15,0,90,47
2020/2/10,60,0.21,0,88,25
2020/2/11,58,0.41,0,87,24
2020/2/12,61,0.41,0,89,34
2020/2/13,59,0.41,0,88,36
2020/2/14,38,0.41,0,49,28
2020/2/15,41,0.41,0,51,26
2020/2/16,63,0.41,0,91,49
2020/2/17,61,0.41,0,92,45
2020/2/18,51,0.41,0,74,24
2020/2/19,80,0.41,0,86,68
2020/2/20,64,0.46,0,84,18
2020/2/21,24,0.46,0,70,7
2020/2/22,41,0.46,0,69,24
2020/2/23,72,0.48,0,90,40
2020/2/24,51,0.48,0,85,37
2020/2/25,42,0.48,0,50,30
2020/2/26,39,0.48,0,56,23
2020/2/27,41,0.48,0,81,23
2020/2/28,30,0.48,0,38,21
2020/2/29,31,0.48,0,57,20
2020/3/1,66,0,0,90,36
2020/3/2,52,0.04,0,93,17
2020/3/3,37,0.04,0,48,14
2020/3/4,24,0.04,0,50,8
2020/3/5,35,0.04,0,43,29
2020/3/6,53,0.04,0,68,30
2020/3/7,48,0.04,0,75,18
2020/3/8,49,0.08,0,92,23
2020/3/9,61,0.09,0,95,33
2020/3/10,58,0.09,0,89,40
2020/3/11,50,0.12,0,87,35
2020/3/12,63,0.12,0,91,32
2020/3/13,87,0.12,0,93,76
2020/3/14,71,0.25,0,93,31
2020/3/15,49,0.25,0,93,23
2020/3/16,50,0.25,0,94,14
2020/3/17,57,0.25,0,94,16
2020/3/18,51,0.31,0,94,21
2020/3/19,93,0.42,0,96,84
2020/3/20,87,0.65,0,94,76
2020/3/21,58,0.83,0,87,32
2020/3/22,63,0.83,0,93,32
2020/3/23,62,0.83,0,81,36
2020/3/24,48,0.83,0,71,30
2020/3/25,42,0.83,0,59,25
2020/3/26,48,0.83,0,83,14
2020/3/27,84,0.91,0,93,61
2020/3/28,49,0.92,0,91,30
2020/3/29,43,0.93,0,69,27
2020/3/30,50,0.93,0,82,23
2020/3/31,40,0.93,0,55,28
2020/4/1,41,0,0,79,20
2020/4/2,88,0,0,94,78
2020/4/3,81,0.12,0,92,69
2020/4/4,61,0.14,0,92,27
2020/4/5,55,0.14,0,90,21
2020/4/6,31,0.14,0,73,13
2020/4/7,20,0.14,0,30,11
2020/4/8,33,0.14,0,62,14
2020/4/9,63,0.14,0,86,41
2020/4/10,48,0.14,0,92,15
2020/4/11,34,0.15,0,86,13
2020/4/12,86,0.18,0,93,80
2020/4/13,84,0.18,0,88,77
2020/4/14,59,0.3,0,88,32
2020/4/15,65,0.45,0,92,39
2020/4/16,89,0.45,0,93,85
2020/4/17,55,0.8,0,91,29
2020/4/18,68,0.88,0,94,42
2020/4/19,58,0.9,0,94,22
2020/4/20,46,0.9,0,77,22
2020/4/21,56,0.9,0,85,26
2020/4/22,50,0.92,0,77,26
2020/4/23,49,0.93,0,88,25
2020/4/24,56,0.95,0,91,28
2020/4/25,47,0.95,0,85,26
2020/4/26,47,0.98,0,85,27
2020/4/27,39,0.98,0,59,21
2020/4/28,33,0.98,0,72,18
2020/4/29,52,0.98,0,90,25
2020/4/30,37,0.98,0,79,15
2020/5/1,45,0,0,83,19
2020/5/2,83,0.3,0,95,60
2020/5/3,59,0.33,0,93,29
2020/5/4,58,0.37,0,94,28
2020/5/5,24,0.37,0,50,12
2020/5/6,55,0.37,0,85,34
2020/5/7,31,0.37,0,87,10
2020/5/8,66,0.37,0,90,40
2020/5/9,57,0.37,0,82,31
2020/5/10,56,0.37,0,73,40
2020/5/11,84,0.49,0,95,66
2020/5/12,54,0.5,0,97,20
2020/5/13,32,0.5,0,72,16
2020/5/14,68,0.52,0,89,34
2020/5/15,83,0.62,0,92,64
2020/5/16,60,0.66,0,96,16
2020/5/17,60,0.66,0,93,23
2020/5/18,50,0.66,0,95,11
2020/5/19,42,0.66,0,80,10
2020/5/20,32,0.66,0,67,8
2020/5/21,20,0.66,0,44,11
2020/5/22,38,0.66,0,77,9
2020/5/23,38,0.66,0,67,15
2020/5/24,79,0.9,0,94,44
2020/5/25,72,0.91,0,97,34
2020/5/26,52,0.91,0,93,24
2020/5/27,51,0.91,0,78,28
2020/5/28,68,0.91,0,94,35
2020/5/29,53,0.91,0,93,21
2020/5/30,56,0.95,0,89,28
2020/5/31,53,1,0,94,23
2020/6/1,36,0,0,66,15
2020/6/2,44,0,0,71,16
2020/6/3,52,0.01,0,89,13
2020/6/4,45,0.01,0,79,21
2020/6/5,34,0.01,0,66,9
2020/6/6,43,0.06,0,79,20
2020/6/7,34,0.06,0,74,16
2020/6/8,55,0.12,0,88,23
2020/6/9,49,0.15,0,72,31
2020/6/10,40,0.15,0,52,24
2020/6/11,43,0.15,0,80,18
2020/6/12,39,0.15,0,80,12
2020/6/13,45,0.2,0,77,16
2020/6/14,26,0.2,0,55,9
2020/6/15,30,0.2,0,54,10
2020/6/16,28,0.2,0,63,14
2020/6/17,28,0.2,0,58,9
2020/6/18,56,0.27,0,91,35
2020/6/19,81,0.52,0,94,63
2020/6/20,49,0.53,0,96,13
2020/6/21,48,0.55,0,78,24
2020/6/22,62,0.55,0,93,38
2020/6/23,64,0.63,0,92,31
2020/6/24,63,0.73,0,96,22
2020/6/25,50,0.73,0,95,16
2020/6/26,66,0.74,0,87,42
2020/6/27,36,0.74,0,78,17
2020/6/28,34,0.74,0,58,23
2020/6/29,38,0.74,0,81,13
2020/6/30,34,0.74,0,56,16
2020/7/1,33,0,0,67,11
2020/7/2,34,0,0,73,10
2020/7/3,37,0,0,62,14
2020/7/4,55,0.03,0,81,19
2020/7/5,57,0.08,0,93,21
2020/7/6,45,0.08,0,88,12
2020/7/7,29,0.08,0,68,9
2020/7/8,19,0.08,0,44,7
2020/7/9,33,0.08,0,69,8
2020/7/10,32,0.08,0,84,5
2020/7/11,29,0.08,0,43,18
2020/7/12,34,0.08,0,69,11
2020/7/13,29,0.08,0,45,17
2020/7/14,56,0.1,0,88,27
2020/7/15,65,0.1,0,91,29
2020/7/16,63,0.1,0,63,63
2020/7/17,63,0.1,0,63,63
2020/7/18,24,0.1,0,63,10
2020/7/19,38,0.12,0,64,16
2020/7/20,35,0.12,0,74,9
2020/7/21,60,0.12,0,88,31
2020/7/22,52,0.12,0,93,14
2020/7/23,48,0.23,0,87,26
2020/7/24,62,0.24,0,86,35
2020/7/25,60,0.33,0,90,36
2020/7/26,68,0.33,0,90,40
2020/7/27,64,0.33,0,96,35
2020/7/28,61,0.35,0,94,35
